,2000  1  1   1 19 28.30  41.950N   20.630E   5.0 4.8
3371,2007  4  6  15 17 24.00  38.290N   20.250E  15.0 3.7
3372,2007  4  6  18  7 26.20  38.160N   22.870E  29.0 3.7
3373,2007  4  6  21 43 22.40  37.890N   20.260E  25.0 4.0
3374,2007  4  7   3 50 45.60  38.330N   20.510E  17.0 3.7
3375,2007  4  8   4  0 49.60  37.900N   26.960E  18.0 3.7
3376,2007  4  9  14 29 20.10  36.000N   28.530E  18.0 4.1
3377,2007  4  9  22  0 25.20  38.270N   20.390E  15.0 3.7
3378,2007  4  9  23 27 15.50  38.510N   21.620E  19.0 4.1
3379,2007  4 10   0 54 55.80  38.520N   21.610E   9.0 3.9
3380,2007  4 10   3 17 55.80  38.550N   21.650E  22.0 4.7
3381,2007  4 10   3 39 18.80  38.540N   21.670E  14.0 3.7
3382,2007  4 10   3 43  5.90  38.550N   21.620E   3.0 3.7
3383,2007  4 10   3 52 45.20  38.530N   21.640E  18.0 3.8
3384,2007  4 10   6 58 28.60  38.230N   20.290E   5.0 3.8
3385,2007  4 10   7 13  4.00  38.530N   21.660E  10.0 4.4
3386,2007  4 10   7 14 12.80  38.550N   21.560E  10.0 4.2
3387,2007  4 10   7 15 41.10  38.520N   21.590E  21.0 4.6
3388,2007  4 10  10 24 23.40  34.200N   26.670E  13.0 3.7
3389,2007  4 10  10 41  0.20  38.540N   21.600E  14.0 4.8
3390,2007  4 10  13 51  0.80  38.540N   21.580E  15.0 3.7
3391,2007  4 10  15 41 39.30  35.630N   22.560E  35.0 3.8
3392,2007  4 10  15 41 37.20  35.490N   22.440E   5.0 3.9
3393,2007  4 10  19 20 47.50  38.290N   20.430E  12.0 3.7
3394,2007  4 11  11 24  1.50  40.480N   21.790E  37.0 3.7
3395,2007  4 12   0 23 19.00  35.860N   22.520E  10.0 3.8
3396,2007  4 12   3 38  5.80  38.820N   20.590E  21.0 4.3
3397,2007  4 12  17 53  6.90  37.220N   20.390E  19.0 3.7
3398,2007  4 12  21 35  2.10  38.340N   20.420E   3.0 4.0
3399,2007  4 13   1 48 23.80  38.290N   20.500E  17.0 3.9
3400,2007  4 13  21  6  9.40  38.230N   20.560E  18.0 3.9
3401,2007  4 14  13 32 58.60  38.310N   20.420E  14.0 3.8
3402,2007  4 14  15 59 47.50  35.230N   22.540E  21.0 3.7
3403,2007  4 15   2 16 32.40  38.560N   21.580E  17.0 4.0
3404,2007  4 15  11 58 41.90  39.170N   24.250E  16.0 3.7
3405,2007  4 15  13 43  0.20  38.230N   20.300E  16.0 3.8
3406,2007  4 15  13 45 37.80  38.240N   20.230E   9.0 3.7
3407,2007  4 15  21 11 25.90  38.280N   21.660E  21.0 3.7
3408,2007  4 16   7 38 47.90  41.460N   19.680E   8.0 5.0
3409,2007  4 16  12  9 18.50  41.550N   19.730E  32.0 3.8
3410,2007  4 16  13  8 43.80  35.700N   22.730E  33.0 3.7
3411,2007  4 16  16 18 42.00  38.300N   20.370E  14.0 4.1
3412,2007  4 17   3 27 18.90  41.000N   19.790E  13.0 3.8
3413,2007  4 19  10 15 45.00  39.700N   24.290E  26.0 4.8
3414,2007  4 19  13 34  4.70  35.510N   26.530E  31.0 4.2
3415,2007  4 19  14 16 41.80  38.420N   20.580E   3.0 3.7
3416,2007  4 19  17 46 34.70  34.490N   26.640E  34.0 3.7
3417,2007  4 19  23 30 51.60  39.290N   21.580E  19.0 3.7
3418,2007  4 20   2  3 27.40  34.520N   25.550E  19.0 4.4
3419,2007  4 20  23 27 11.40  36.730N   21.310E  37.0 3.8
3420,2007  4 22   3 21 36.80  38.160N   20.300E  13.0 3.9
3421,2007  4 22  12 52 10.30  36.140N   29.590E  33.0 3.9
3422,2007  4 22  23 31  7.00  36.790N   21.420E  11.0 3.7
3423,2007  4 23   5 20  0.70  38.410N   26.890E  34.0 4.0
3424,2007  4 23  10 46  3.20  36.040N   26.730E  29.0 3.9
3425,2007  4 23  10 46 26.00  34.880N   25.070E  13.0 3.7
3426,2007  4 24   8  2 32.90  38.350N   20.510E   6.0 3.8
3427,2007  4 25   2 41 23.20  38.280N   20.370E   2.0 3.9
3428,2007  4 25   3 39 13.50  34.860N   26.390E  34.0 3.8
3429,2007  4 25  19 12 47.00  38.230N   20.350E   8.0 3.9
3430,2007  4 26   1 57  0.30  37.900N   28.010E  28.0 3.8
3431,2007  4 26  11 54 28.00  38.390N   20.500E   5.0 3.7
3432,2007  4 26  19 26 30.50  35.610N   27.190E  29.0 3.8
3433,2007  4 27   1 12 21.80  36.800N   21.520E   6.0 3.7
3434,2007  4 27   2 24 36.00  35.790N   27.320E  12.0 3.7
3435,2007  4 28   8 55  2.50  37.630N   20.860E  15.0 3.9
3436,2007  4 28  12 16 21.90  38.040N   20.270E  17.0 3.8
3437,2007  4 29   1  8  2.10  39.030N   26.010E  20.0 3.7
3438,2007  4 29   2 36 40.70  38.910N   21.190E  21.0 3.7
3439,2007  4 29   3 42 17.90  38.820N   20.650E  16.0 3.7
3440,2007  4 29   6 27 37.20  34.940N   22.980E 107.0 4.0
3441,2007  5  1   7 11 56.50  38.850N   27.800E  40.0 3.9
3442,2007  5  1  17 18 47.50  35.770N   27.560E  15.0 4.3
3443,2007  5  2   8 57  0.50  37.580N   19.600E   8.0 3.7
3444,2007  5  3   1 42 27.00  34.860N   24.930E   9.0 4.0
3445,2007  5  3   5 41 14.60  40.240N   25.120E  24.0 4.0
3446,2007  5  4   1 43 38.00  36.610N   21.200E  18.0 3.8
3447,2007  5  4  15 31 28.10  37.160N   23.050E  21.0 4.0
3448,2007  5  4  17 50 40.80  36.890N   21.360E  28.0 3.8
3449,2007  5  5   0 42 59.50  40.080N   27.280E   9.0 3.7
3450,2007  5  5   3 46 26.70  36.590N   21.240E  18.0 3.7
3451,2007  5  6  15 31 18.50  35.060N   24.240E  36.0 3.7
3452,2007  5  7   1 34 42.80  37.620N   21.080E  16.0 4.6
3453,2007  5  7   9  9 12.00  35.600N   22.900E  62.0 3.9
3454,2007  5  8   4 30  7.90  40.790N   27.350E  19.0 3.7
3455,2007  5  8  15 33 45.80  38.310N   20.500E   7.0 4.1
3456,2007  5  8  16 17 36.30  36.180N   23.320E  69.0 3.8
3457,2007  5  9   1 46  0.80  38.260N   21.660E  19.0 3.7
3458,2007  5  9   9 24 28.20  36.420N   28.770E  20.0 3.8
3459,2007  5  9  16 26 27.50  35.500N   27.650E  42.0 4.3
3460,2007  5  9  20 35 57.90  34.750N   24.190E  33.0 3.8
3461,2007  5 10   4 49 55.50  38.290N   21.660E  14.0 3.7
3462,2007  5 10  10 45 23.50  35.920N   24.070E  19.0 3.7
3463,2007  5 11   9 28 28.80  39.760N   21.900E  24.0 3.7
3464,2007  5 11  11 18  4.00  37.410N   20.480E  19.0 3.8
3465,2007  5 11  17 13 44.50  37.530N   20.440E  12.0 3.7
3466,2007  5 11  17 16 58.70  37.450N   20.320E   9.0 4.2
3467,2007  5 12   0  4 14.00  38.220N   20.640E  15.0 3.7
3468,2007  5 13  18 57 18.00  34.510N   24.120E   5.0 4.0
3469,2007  5 15   2 49 36.80  35.050N   23.230E  25.0 4.1
3470,2007  5 16  17 12 13.40  34.850N   25.860E  43.0 3.8
3471,2007  5 16  19 58 46.10  40.260N   27.000E  32.0 3.7
3472,2007  5 17  11 10 35.70  35.070N   27.730E   8.0 3.9
3473,2007  5 18  14  5 40.30  34.600N   23.340E  29.0 3.8
3474,2007  5 20  12 49 18.50  37.890N   21.210E  20.0 3.8
3475,2007  5 21   7 30 50.20  36.790N   27.290E  26.0 3.8
3476,2007  5 21  15 54 44.30  34.910N   28.970E  41.0 3.7
3477,2007  5 21  16 34 54.60  35.450N   27.540E  23.0 3.8
3478,2007  5 21  16 39  8.10  35.100N   27.840E  17.0 4.8
3479,2007  5 21  16 47 48.20  35.260N   27.710E  17.0 3.9
3480,2007  5 21  19 59  9.90  34.660N   26.730E  79.0 4.7
3481,2007  5 22   9 55 56.50  35.200N   27.790E  18.0 4.1
3482,2007  5 22  18 27 44.30  36.990N   21.350E  48.0 3.8
3483,2007  5 23   0 29  0.10  35.190N   27.760E  20.0 3.7
3484,2007  5 24   1 24 56.40  35.740N   27.440E   5.0 3.7
3485,2007  5 24   1 29 18.30  35.330N   27.720E  18.0 3.9
3486,2007  5 24   1 49 31.80  35.350N   27.670E  18.0 3.9
3487,2007  5 25   9 17 38.20  40.930N   20.600E  34.0 4.3
3488,2007  5 27   5 11 46.20  37.950N   20.860E   7.0 3.8
3489,2007  5 27  23 51 33.10  37.070N   28.630E  50.0 3.7
3490,2007  5 28   4 11 26.60  39.310N   25.540E  34.0 3.8
3491,2007  5 29   0  2 48.00  35.520N   27.030E  21.0 3.8
3492,2007  6  2   1  2 37.00  38.700N   22.620E  21.0 3.9
3493,2007  6  2   5 55  6.80  37.250N   20.770E  18.0 3.9
3494,2007  6  3   8 12 52.10  35.870N   23.690E  34.0 3.7
3495,2007  6  3  23 42 45.70  37.890N   27.100E  22.0 3.8
3496,2007  6  5  10 57  4.40  36.330N   26.580E 102.0 4.2
3497,2007  6  5  11 50 19.80  38.540N   21.620E  21.0 4.7
3498,2007  6  7  19 24 26.40  37.200N   21.060E  14.0 4.3
3499,2007  6 11  13 59 50.00  37.590N   20.870E  37.0 3.7
3500,2007  6 12  13  9 31.40  38.900N   26.310E  22.0 3.8
3501,2007  6 12  13 13  0.10  38.900N   26.330E  19.0 4.1
3502,2007  6 13   1  9 18.30  38.870N   26.280E  18.0 3.7
3503,2007  6 14   0 55  3.10  37.820N   27.550E  15.0 3.8
3504,2007  6 14  12 30 29.40  35.750N   23.830E  59.0 3.9
3505,2007  6 15   2 18 32.70  38.290N   20.450E  10.0 3.7
3506,2007  6 15   8  0 10.10  37.840N   27.570E  18.0 3.8
3507,2007  6 16   6 37  8.80  39.750N   20.660E  16.0 3.9
3508,2007  6 16   6 49 32.70  39.760N   20.680E  24.0 4.1
3509,2007  6 19  13 35 32.50  35.450N   27.070E  19.0 4.5
3510,2007  6 19  19 38 48.00  36.730N   27.350E  23.0 4.3
3511,2007  6 20   2 47 57.70  34.970N   23.060E  74.0 4.2
3512,2007  6 20  22  4 51.50  35.120N   23.010E   5.0 3.9
3513,2007  6 20  23 31 53.80  40.270N   20.600E   7.0 4.1
3514,2007  6 21   9 59 38.60  39.540N   20.480E  30.0 3.8
3515,2007  6 21  10  8 32.80  39.490N   20.460E  26.0 4.1
3516,2007  6 21  10 55 39.30  34.930N   26.760E  11.0 3.8
3517,2007  6 21  18 19  4.80  35.360N   27.180E  24.0 4.2
3518,2007  6 22   5 25 17.30  38.930N   20.620E  14.0 4.0
3519,2007  6 22  13 24  1.80  35.040N   27.140E  18.0 3.7
3520,2007  6 24   6 26 45.40  36.300N   29.480E  40.0 3.7
3521,2007  6 24   8 53  2.20  38.870N   22.910E  20.0 3.7
3522,2007  6 24  10 31 52.20  37.140N   20.760E  19.0 4.2
3523,2007  6 24  18 37 38.90  35.720N   25.190E  36.0 4.3
3524,2007  6 25   4 13 40.10  40.860N   23.910E  24.0 4.0
3525,2007  6 25   6 34 52.50  38.930N   20.600E  11.0 3.9
3526,2007  6 25   7 30 55.20  38.950N   20.560E  15.0 4.1
3527,2007  6 25  15 33  4.80  36.590N   21.240E  17.0 4.0
3528,2007  6 26   0 53 25.00  37.260N   20.940E  21.0 4.0
3529,2007  6 29  18  9 11.20  39.250N   20.260E  19.0 5.2
3530,2007  6 29  18 43 27.00  39.270N   20.250E  18.0 3.8
3531,2007  6 29  21  5 44.40  39.230N   20.230E  18.0 3.7
3532,2007  6 29  22 21 13.30  39.280N   20.250E   9.0 4.8
3533,2007  6 29  22 33 52.00  35.700N   25.480E  10.0 3.7
3534,2007  6 29  22 41 43.00  39.290N   20.280E  16.0 3.9
3535,2007  6 30   7 34 54.00  39.240N   20.250E  10.0 3.9
3536,2007  6 30  11 11 16.70  35.370N   23.000E  23.0 3.8
3537,2007  6 30  22 33 42.10  39.250N   20.240E   3.0 3.9
3538,2007  7  2   6 15 10.40  35.120N   26.260E  37.0 3.8
3539,2007  7  3  16 11 31.70  39.280N   20.240E  18.0 3.7
3540,2007  7  3  17 23  0.60  39.270N   20.240E  21.0 3.8
3541,2007  7  4  23  0 14.70  39.280N   20.280E  17.0 4.1
3542,2007  7  5   6 44 33.30  39.240N   20.270E  18.0 3.8
3543,2007  7  5   7 27 31.70  39.260N   20.210E  21.0 3.9
3544,2007  7  5  17 59 12.40  35.270N   27.800E  28.0 3.8
3545,2007  7  6   7 19 48.80  35.410N   27.710E  19.0 3.7
3546,2007  7  6  19  1 47.20  38.190N   22.630E  27.0 4.1
3547,2007  7  7  20  9 35.70  38.360N   20.520E   5.0 3.8
3548,2007  7  7  23 23 50.10  39.250N   20.310E  16.0 3.7
3549,2007  7  8   3 27  2.00  35.250N   27.890E  22.0 4.0
3550,2007  7  8   7 32  3.10  35.490N   27.700E  25.0 3.9
3551,2007  7  8  11 39  6.80  39.160N   20.560E  38.0 3.7
3552,2007  7  8  12 39 10.90  39.720N   28.950E  39.0 3.8
3553,2007  7  8  12 48 38.40  35.620N   21.940E  45.0 4.0
3554,2007  7  8  14 56 32.40  38.050N   21.500E  32.0 3.7
3555,2007  7  8  23  9 37.40  39.220N   20.030E  30.0 3.8
3556,2007  7  8  23 48 33.00  39.240N   20.320E  12.0 4.0
3557,2007  7  9   1 50 59.60  39.290N   19.830E  54.0 3.7
3558,2007  7  9   2  2 29.70  39.280N   19.990E  54.0 3.8
3559,2007  7  9  13 45 33.80  36.290N   27.720E  23.0 3.9
3560,2007  7 10   0 27 37.90  39.280N   20.240E  14.0 3.7
3561,2007  7 11  16 35 46.40  39.280N   20.200E  13.0 3.7
3562,2007  7 13   1 12 12.60  36.060N   29.500E  31.0 3.7
3563,2007  7 14   2 30 46.80  39.250N   20.280E  21.0 4.0
3564,2007  7 15  13 38 29.40  39.850N   24.330E  45.0 3.8
3565,2007  7 17   9 39 23.10  37.820N   20.310E   5.0 3.7
3566,2007  7 17  18 23 20.10  40.160N   21.610E  22.0 4.9
3567,2007  7 18   2 52  1.10  39.490N   28.180E  19.0 3.8
3568,2007  7 18   3 45 52.20  39.220N   20.270E  18.0 3.8
3569,2007  7 18  14 40 57.80  39.350N   20.570E  15.0 3.7
3570,2007  7 18  19  9 29.60  40.590N   22.800E  20.0 4.0
3571,2007  7 19   4 25 26.30  40.130N   21.670E  18.0 4.0
3572,2007  7 22   8 26 18.00  36.490N   25.430E  24.0 3.8
3573,2007  7 23  22 42 12.50  38.730N   26.500E  30.0 3.7
3574,2007  7 24   1 57 55.00  38.290N   20.350E  18.0 3.7
3575,2007  7 24  15  2 16.70  37.180N   27.570E  34.0 3.7
3576,2007  7 26   7 19 48.10  39.790N   20.640E  19.0 3.7
3577,2007  7 26   9  3 57.40  39.740N   20.670E  25.0 4.1
3578,2007  7 27   2  3  9.40  35.570N   27.050E  28.0 3.7
3579,2007  7 29   5 43  0.20  38.900N   27.880E  21.0 3.9
3580,2007  7 29  16 11 25.80  38.270N   20.190E   5.0 3.7
3581,2007  7 29  16 38  5.70  37.690N   19.660E   5.0 3.9
3582,2007  7 30  16 43  6.10  38.300N   20.410E  13.0 4.1
3583,2007  7 30  19 43  3.20  41.960N   20.440E   9.0 3.8
3584,2007  7 31   3 33  5.90  40.610N   21.500E  17.0 4.1
3585,2007  7 31  21 28 54.90  35.490N   24.470E  10.0 3.7
3586,2007  8  1  17 47 56.40  35.910N   26.880E  31.0 3.7
3587,2007  8  2   2 55 13.30  38.320N   20.360E  17.0 3.8
3588,2007  8  2  20 43 45.30  40.580N   24.180E  24.0 3.8
3589,2007  8  3  14  6 34.50  34.840N   24.920E   5.0 3.7
3590,2007  8  3  19 32 40.00  41.580N   23.610E  16.0 3.7
3591,2007  8  3  21  8  8.40  35.340N   22.210E  15.0 4.4
3592,2007  8  6  22 59 35.60  35.360N   27.700E  15.0 3.8
3593,2007  8  7  20 20 19.10  37.650N   21.070E  10.0 3.7
3594,2007  8  7  22 23 29.20  37.480N   19.830E  29.0 4.2
3595,2007  8  8  18 18 10.30  41.730N   20.130E  35.0 3.8
3596,2007  8  8  21 29  2.40  34.830N   25.240E  37.0 4.2
3597,2007  8  9   7  7 25.30  39.280N   20.250E  17.0 3.8
3598,2007  8 10  10 45 15.60  35.430N   24.270E   7.0 3.8
3599,2007  8 10  14 30 34.60  35.430N   24.250E   9.0 3.9
3600,2007  8 10  19  3 25.40  39.290N   20.280E  16.0 4.0
3601,2007  8 10  19 11 20.60  37.290N   20.660E  14.0 3.8
3602,2007  8 10  22 23 29.20  39.290N   20.270E  10.0 3.7
3603,2007  8 12  11 20 42.50  39.280N   20.250E  10.0 4.5
3604,2007  8 12  12 26  8.70  39.220N   20.260E  22.0 4.3
3605,2007  8 13   9 18 19.60  34.910N   24.590E   8.0 3.9
3606,2007  8 14   6  9 29.60  38.500N   23.790E  22.0 3.7
3607,2007  8 14  11 25 18.10  34.790N   25.780E  22.0 3.9
3608,2007  8 14  17 20  9.00  34.280N   26.390E  24.0 3.7
3609,2007  8 14  23  2 23.20  38.230N   20.340E  17.0 3.8
3610,2007  8 15   1 18 53.80  39.270N   20.280E  17.0 3.7
3611,2007  8 15   6 35 41.90  36.310N   21.760E  16.0 3.9
3612,2007  8 15   8 39 53.30  37.440N   19.670E  20.0 3.9
3613,2007  8 17  21 55 34.30  38.680N   25.230E  39.0 4.2
3614,2007  8 18   7 37 36.50  40.620N   27.180E  28.0 3.9
3615,2007  8 19  12 53 21.00  39.260N   20.240E  19.0 3.8
3616,2007  8 20   3 21 21.70  37.930N   26.980E  24.0 3.7
3617,2007  8 20  11 52 17.10  39.270N   20.270E   4.0 3.7
3618,2007  8 22   8 31  2.70  36.350N   22.350E  89.0 3.7
3619,2007  8 23   2 18 11.10  38.900N   22.830E  19.0 3.7
3620,2007  8 27   1 30 16.30  36.170N   25.310E  45.0 3.7
3621,2007  8 27   6 29  3.00  38.250N   20.330E  14.0 4.6
3622,2007  8 28   4 35 35.70  38.360N   23.560E  23.0 3.9
3623,2007  8 28   9  5 33.40  37.730N   21.650E  59.0 4.2
3624,2007  8 28  12 44 50.40  40.380N   25.910E  25.0 4.2
3625,2007  8 28  15  5 23.40  39.780N   20.100E   5.0 4.0
3626,2007  8 29   0 48  7.80  36.650N   26.670E  19.0 4.0
3627,2007  8 30   4 20  7.80  41.960N   19.630E  46.0 4.0
3628,2007  8 30   9 49 10.10  34.630N   22.750E   5.0 4.2
3629,2007  8 31  20 52 42.10  36.730N   26.250E  40.0 4.7
3630,2007  8 31  21 48 35.60  36.680N   26.200E  26.0 3.9
3631,2007  9  1  15 46 37.40  34.880N   25.200E  35.0 3.8
3632,2007  9  1  17 19 54.80  40.140N   21.620E  18.0 4.0
3633,2007  9  3   7 37 49.70  37.260N   26.880E  20.0 3.7
3634,2007  9  3   9 37 49.40  36.150N   27.920E  42.0 3.8
3635,2007  9  4  23 21 42.20  35.400N   24.260E  11.0 3.8
3636,2007  9  5  17 37 49.60  39.640N   23.990E  29.0 3.7
3637,2007  9  9   2 42 32.80  36.610N   21.160E  19.0 3.9
3638,2007  9  9   5 14 56.80  38.800N   26.400E  24.0 4.1
3639,2007  9 10  14  8  6.00  36.560N   25.670E  20.0 3.8
3640,2007  9 12  19 20 18.50  39.710N   20.230E   9.0 3.8
3641,2007  9 12  21 40 43.30  37.870N   20.900E  14.0 3.9
3642,2007  9 14  19 58 16.80  41.830N   22.890E   9.0 3.7
3643,2007  9 14  22 17 51.60  38.170N   20.640E  14.0 3.7
3644,2007  9 16   1 14 58.30  35.770N   24.950E  40.0 3.8
3645,2007  9 16   2 48 25.60  38.150N   21.990E  15.0 3.7
3646,2007  9 16  21 58 34.70  35.430N   26.050E  20.0 3.7
3647,2007  9 20  16 56  1.60  35.940N   29.350E  19.0 4.1
3648,2007  9 22  20  4 52.60  35.240N   27.100E  23.0 4.5
3649,2007  9 23   0 54 29.60  35.270N   27.120E  24.0 5.1
3650,2007  9 23   1 34 51.40  35.260N   27.080E  22.0 4.2
3651,2007  9 23  17  5 26.80  36.800N   27.410E  28.0 4.1
3652,2007  9 23  17  9 15.80  36.780N   27.490E  33.0 3.7
3653,2007  9 24  12 24 51.00  35.380N   26.980E  24.0 3.7
3654,2007  9 24  18 12 30.40  34.740N   23.360E  69.0 4.6
3655,2007  9 25   3 27 28.20  38.740N   21.090E  10.0 3.8
3656,2007  9 25  17 38 11.70  39.800N   27.540E  21.0 3.9
3657,2007  9 27   3 29 17.00  35.260N   27.010E  24.0 3.8
3658,2007  9 27  11 43 24.90  35.390N   27.020E  22.0 3.8
3659,2007  9 27  23 39 55.70  34.640N   23.740E  42.0 3.7
3660,2007  9 28  15 48  5.60  37.540N   20.510E  19.0 3.7
3661,2007  9 28  23 33 16.60  35.250N   27.120E  22.0 3.7
3662,2007  9 29  22 35 10.30  39.770N   27.730E  24.0 4.0
3663,2007  9 30  16 41 12.00  38.850N   25.780E  10.0 3.8
3664,2007  9 30  19  0 49.60  38.930N   24.500E  19.0 4.4
3665,2007 10  1  10 11 39.10  38.910N   24.500E  31.0 4.3
3666,2007 10  2   6 25 42.20  40.310N   25.350E  45.0 3.7
3667,2007 10  5  16  9 31.10  39.350N   20.250E  41.0 3.7
3668,2007 10  6   3 34 28.90  37.350N   21.750E  10.0 3.9
3669,2007 10  6   4 30 17.50  34.580N   26.980E  23.0 4.1
3670,2007 10  6  23  4 46.80  38.750N   26.860E  33.0 3.7
3671,2007 10  6  23 38 54.30  36.220N   28.490E  56.0 3.8
3672,2007 10  8   5 21 36.00  39.280N   20.300E   3.0 3.8
3673,2007 10  8   5 58 11.80  35.150N   24.850E  39.0 3.9
3674,2007 10  8  14  6  1.30  40.750N   27.540E  38.0 3.7
3675,2007 10  8  23  5  5.30  36.080N   23.580E  26.0 3.9
3676,2007 10  9   0 31 42.10  35.350N   26.980E  24.0 4.3
3677,2007 10 10  10 14 10.80  37.920N   20.240E  14.0 4.5
3678,2007 10 10  21 27 49.60  36.630N   27.950E  94.0 4.3
3679,2007 10 11   7 18 14.30  39.280N   20.300E  10.0 3.7
3680,2007 10 11  12  0 34.10  38.900N   24.470E  26.0 4.2
3681,2007 10 12   3  2 37.70  39.150N   24.170E  40.0 3.9
3682,2007 10 12  13 51 48.50  35.170N   27.010E   8.0 3.8
3683,2007 10 13  21  7 50.90  35.970N   27.400E   6.0 4.0
3684,2007 10 14   9 18 11.50  34.510N   26.540E  16.0 4.5
3685,2007 10 14   9 53 29.90  35.260N   26.320E  10.0 3.7
3686,2007 10 15  22 17 57.30  34.920N   25.010E  42.0 3.7
3687,2007 10 16  18 49 35.80  36.740N   25.700E  32.0 3.8
3688,2007 10 18  14 52 24.40  37.460N   20.360E  14.0 4.1
3689,2007 10 18  22 49 39.40  39.700N   25.570E  27.0 3.8
3690,2007 10 19   2 24 24.90  39.100N   27.950E  24.0 3.8
3691,2007 10 21   7 26 46.10  37.600N   20.870E  11.0 3.7
3692,2007 10 21  11  4 25.40  40.390N   25.850E  28.0 3.9
3693,2007 10 21  11 15 24.60  40.390N   25.850E  26.0 3.8
3694,2007 10 21  17 55  6.80  40.770N   19.450E  44.0 4.0
3695,2007 10 23  21 47 13.80  34.120N   25.180E  36.0 4.0
3696,2007 10 24  11  4 41.60  34.960N   23.470E  44.0 4.0
3697,2007 10 25   2 26 18.00  34.790N   24.990E  21.0 4.0
3698,2007 10 25   5  2  1.70  39.360N   27.830E  13.0 4.2
3699,2007 10 25  11 38 35.90  39.750N   20.700E  24.0 4.4
3700,2007 10 26   1 36 56.30  41.150N   19.620E  41.0 3.8
3701,2007 10 26  22 41 16.20  39.760N   20.730E  24.0 4.1
3702,2007 10 27   5 29 39.00  37.720N   21.300E  16.0 4.8
3703,2007 10 27  17 30  9.60  39.760N   20.700E  24.0 4.0
3704,2007 10 28   2 15 49.10  35.250N   27.070E  24.0 3.8
3705,2007 10 28   4 10 19.30  35.260N   27.040E   5.0 4.4
3706,2007 10 28  10 14 56.20  39.720N   20.670E  23.0 4.1
3707,2007 10 28  11 53 35.30  39.720N   20.690E  19.0 3.8
3708,2007 10 28  12  3 18.70  35.520N   26.960E  14.0 4.6
3709,2007 10 28  13 12 40.00  39.810N   20.660E  20.0 4.0
3710,2007 10 28  17 40 42.70  35.350N   27.040E  22.0 4.3
3711,2007 10 30   4 39 58.20  35.560N   22.670E  19.0 4.0
3712,2007 10 31   4  2 22.70  38.210N   28.550E  16.0 3.7
3713,2007 11  2   8 55 43.10  37.730N   21.070E   5.0 4.0
3714,2007 11  2  10 22 52.30  36.990N   29.300E  23.0 3.7
3715,2007 11  2  13  3 38.80  41.400N   21.000E  16.0 3.8
3716,2007 11  3   4 24 21.30  36.480N   26.480E 130.0 3.9
3717,2007 11  3  23 50 49.00  36.960N   29.110E  11.0 4.5
3718,2007 11  4  20 56 18.30  35.360N   26.160E  31.0 4.2
3719,2007 11  5  20  7  5.70  38.340N   21.820E  16.0 3.7
3720,2007 11  7   5 29 53.70  35.030N   27.220E  74.0 4.3
3721,2007 11  7  14 28 54.30  38.250N   26.380E  21.0 3.7
3722,2007 11  7  16 21 14.40  34.970N   23.530E  59.0 3.8
3723,2007 11  7  21 36 40.20  38.270N   26.550E  31.0 4.0
3724,2007 11  7  23 31 18.80  38.240N   26.510E  30.0 3.7
3725,2007 11  8   3 35 27.40  38.230N   26.440E  29.0 3.8
3726,2007 11  8   4 54 46.70  38.240N   26.480E  30.0 3.8
3727,2007 11  9   1 43  4.20  38.770N   25.770E  37.0 5.1
3728,2007 11  9   7  7 37.30  38.760N   25.700E  38.0 4.6
3729,2007 11  9   7 11 52.60  38.770N   25.720E  44.0 4.7
3730,2007 11  9  13  0 42.30  38.760N   25.740E  33.0 3.7
3731,2007 11 10   4 22 57.30  37.990N   22.400E  17.0 3.7
3732,2007 11 10  11 28 27.60  38.730N   25.570E  23.0 3.7
3733,2007 11 11   3 23 30.10  38.240N   26.490E  27.0 4.0
3734,2007 11 11  20  9 45.20  38.760N   25.570E  36.0 3.9
3735,2007 11 12  15  2 10.40  36.980N   29.230E  10.0 4.1
3736,2007 11 12  21 11 33.90  38.760N   25.590E  38.0 4.0
3737,2007 11 12  22  5 39.50  38.760N   25.550E  39.0 3.7
3738,2007 11 14   2  1 29.80  41.470N   20.900E  14.0 3.7
3739,2007 11 15  23 26 45.60  36.470N   29.530E  34.0 4.0
3740,2007 11 16  22  6  4.00  35.680N   27.960E  23.0 3.7
3741,2007 11 17  22 56 45.80  39.320N   20.230E  14.0 3.7
3742,2007 11 20   2 14 22.90  35.320N   26.110E  24.0 3.8
3743,2007 11 21   3 17 43.80  37.700N   19.600E   5.0 3.7
3744,2007 11 22  20  6 27.10  38.310N   20.510E   5.0 3.9
3745,2007 11 22  23 11 54.80  35.370N   20.820E  10.0 4.2
3746,2007 11 23  15 23 54.30  36.980N   29.050E  16.0 3.8
